frame,cpu_ms,gpu_ms,volume,shadow,sdf,pixels,distance,spp,sph,hit_ratio
151,18.0884,17.421408,29.99269,120.47898,106.64258,1440000,0.3830229,28.524681,257.11426,0.11094166
152,18.0484,17.434528,29.993095,120.47798,106.64353,1440000,0.38302264,28.524548,257.1146,0.11094097
153,18.9484,18.3352,29.992615,120.47278,106.641075,1440000,0.3830224,28.524357,257.10648,0.11094375
154,18.4988,17.686528,29.99307,120.47283,106.642624,1440000,0.38302213,28.524227,257.10852,0.110942364
155,17.9903,17.366144,29.993101,120.46903,106.64228,1440000,0.3830219,28.52395,257.1044,0.11094306
156,17.9354,17.27472,29.992851,120.46467,106.64109,1440000,0.38302162,28.523663,257.0986,0.11094444
157,17.4008,16.80384,29.992914,120.46199,106.64155,1440000,0.38302138,28.523424,257.09647,0.11094444
158,17.0711,16.529248,29.992928,120.46042,106.64161,1440000,0.38302112,28.523258,257.09494,0.11094444
159,17.4802,16.947008,29.992851,120.4564,106.64142,1440000,0.38302088,28.52296,257.09067,0.110945135
160,18.3408,17.67424,29.992859,120.4527,106.64088,1440000,0.38302067,28.522667,257.08643,0.110945836
161,17.7372,17.082368,29.992971,120.44784,106.640465,1440000,0.38302037,28.522274,257.08127,0.11094653
162,17.5152,16.961632,29.993677,120.44679,106.642715,1440000,0.38302016,28.521952,257.0832,0.11094444
163,17.7278,17.141472,29.99396,120.44407,106.64373,1440000,0.3830199,28.521614,257.08176,0.11094375
164,18.2676,17.600512,29.994135,120.44037,106.64475,1440000,0.38301966,28.521156,257.07925,0.11094306
165,17.47,16.855136,29.993847,120.43528,106.643654,1440000,0.38301936,28.520798,257.07278,0.11094444
166,17.1432,16.595456,29.993471,120.43117,106.642654,1440000,0.38301915,28.520544,257.0673,0.110945836
167,17.2922,16.744512,29.992851,120.426926,106.6407,1440000,0.38301894,28.520325,257.0605,0.110947914
168,17.7234,17.164224,29.992508,120.42442,106.64029,1440000,0.38301864,28.520142,257.05722,0.110948615
169,18.251,17.601184,29.99247,120.42152,106.64051,1440000,0.38301843,28.51984,257.0545,0.110948615
170,18.1306,17.52064,29.993128,120.4217,106.64264,1440000,0.38301814,28.519634,257.05746,0.11094653
171,18.6739,17.766656,29.99314,120.4183,106.643074,1440000,0.38301793,28.519306,257.0545,0.11094653
172,18.6693,17.565696,29.992458,120.4131,106.640594,1440000,0.38301766,28.519093,257.04614,0.11094931
173,17.6492,17.074912,29.99239,120.40883,106.64005,1440000,0.3830174,28.51873,257.04126,0.11095
174,17.5492,16.998912,29.992582,120.40555,106.6404,1440000,0.38301715,28.518425,257.03854,0.11095
175,17.2771,16.710848,29.992933,120.40509,106.641335,1440000,0.38301688,28.518337,257.03937,0.11094931
176,17.5226,16.910656,29.992565,120.39897,106.63975,1440000,0.38301665,28.517979,257.03128,0.11095139
177,18.1297,17.401856,29.992489,120.39536,106.639366,1440000,0.3830164,28.517706,257.02722,0.11095209
178,18.4859,17.5104,29.992783,120.392815,106.6402,1440000,0.38301617,28.517368,257.0258,0.11095139
179,19.0724,17.092768,29.992182,120.38717,106.6378,1440000,0.3830159,28.517124,257.01715,0.110954165
180,17.6413,17.043296,29.9922,120.384315,106.63752,1440000,0.38301563,28.516956,257.01404,0.11095486
181,17.6671,16.958752,29.992107,120.38051,106.63714,1440000,0.3830154,28.51666,257.00977,0.11095556
182,18.1195,16.990208,29.99244,120.37961,106.63868,1440000,0.38301513,28.51641,257.0107,0.110954165
183,17.3968,16.812032,29.993153,120.37981,106.64172,1440000,0.38301492,28.516136,257.01468,0.11095139
184,17.7716,17.154048,29.993652,120.37915,106.64382,1440000,0.38301468,28.515816,257.01663,0.11094931
185,17.9263,17.376032,29.993603,120.37497,106.64399,1440000,0.3830144,28.515366,257.01257,0.11094931
